,place_api_company_name,bovag_matched_name,bovag_matched_name_score,place_api_address,bovag_matched_address,bovag_matched_address_score,formatted_phone_number,Bovag_Matched_Telephone,Bovag_Matched_Telephone_score,overall_similarity_score,formatted_address,place_id,plus_code,rating,reference,scope,types,user_ratings_total,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,opening_hours,permanently_closed,price_level,photos,kvk_search_text,kvk_tradename,kvk_partnership_name,kvk_chamber_of_commerce,kvk_establishment_no,kvk_Address,kvk_other,Reviews,poitive_reviews,negative_reviews,duplicate_location,irregularities,duplicates_found,Bovag_registered,KVK_found,company_ratings
133,dennis your two-wheeler knowledge,Dennis Nobel Two Wheelers,0.551724138,harderwijkstraat 128,Sierplein 1 ,0.3125,070 362 5966,204171441,0,0.288074713,"Harderwijkstraat 128, 2573 ZP Den Haag, Netherlands",ChIJsUlkly6xxUcR_Qsznbgpx0o,"{'compound_code': '377M+MX The Hague, Netherlands', 'global_code': '9F46377M+MX'}",4.5,ChIJsUlkly6xxUcR_Qsznbgpx0o,GOOGLE,"['bicycle_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",95,OPERATIONAL,"{'location': {'lat': 52.06416669999999, 'lng': 4.285000000000001}, 'viewport': {'northeast': {'lat': 52.06549133029149, 'lng': 4.286280980291504}, 'southwest': {'lat': 52.06279336970849, 'lng': 4.283583019708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100745853491385644784"">Takis Athanassiadis</a>'], 'photo_reference': 'AeJbb3dIqGDhb6bB8Vc9X1WQlNUGmh1OFujyskCuNDpc2WuKcKqgdSdN8nbVUjjt3NOj1-qky7h0TJxIK83KQtvaS9Et--87q4orZU3C-VCJ-8LxkddRIJlcUtVEiWnB85uIVm2aoGx3jxBEm55EGp8ryK_ir5gJyQPRY292-qtP8RD6MjuY', 'width': 2252}]",Dennis uw Tweewielerkennis,Dennis uw Tweewielerkennis,Null,27321117,14075466,Harderwijkstraat 128 2573ZP s-Gravenhage,27321117 0000 000014075466 Dennis  uw  Tweewielerkennis Reparatie van overige consumentenartikelen www.dennistweewielers.nl Eenmanszaak Het repareren van bromfietsen; Het in ...,"['I pushed the scooter to this company when I was in the Hague and 20 minutes later it was done On Monday most repairs are not open in this  City the valve was broken and there was no way to get home 12km on an empty tire Thank you very much for the quick service Good contact I recommend', 'Top', 'Fast and good service Staff who think along', 'My scooter had completely stopped working I called and was able to bring it to me quite hard pushing a scooter At the end of the day the scooter was ready again I asked what the cost service of business  Wow you dont get that much I was already a fan of this case what a topper', 'I am always super nice helped both the owner and the employee still take the time needed for your top business keep it up']",5,0,Null,Yes,No,No,Yes,Yes
134,henze tires b.v,profile henze Rijswijk bv,0.55,loosduinseweg 573,Verrijn Stuartlaan 44 ,0.102564103,070 365 6814,703995050,0,0.217521368,"Loosduinseweg 573, 2571 AH Den Haag, Netherlands",ChIJSe3Z6NWwxUcRjRsTVzKUtDo,"{'compound_code': '37CQ+R7 The Hague, Netherlands', 'global_code': '9F4637CQ+R7'}",4.5,ChIJSe3Z6NWwxUcRjRsTVzKUtDo,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",116,OPERATIONAL,"{'location': {'lat': 52.072025, 'lng': 4.2881329}, 'viewport': {'northeast': {'lat': 52.07341113029149, 'lng': 4.289502530291501}, 'southwest': {'lat': 52.0707131697085, 'lng': 4.286804569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 2480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106858190229407705383"">Profile Den Haag, Henze</a>'], 'photo_reference': 'AeJbb3e_lgZZh8yfTTmp59Jyeyts18-5JjSgdhZvkj6kAh9NR9FMjcLBK5PfgyL8QiEuRpC6vbZjdUsflTtvbT1nC7VFT2XVdJS-yiS872KRl7L2yHMVwKH9B3D82bJPjeqt-slXHA9as-2d5p1_bDWqo-l0LOfIjSN31DmSWMdTHffsQ36o', 'width': 3508}]",Henze Tires BV,Null,Null,Null,Null,Null,Null,"['Awesome service Tyre repaired fast without appointment English speaking', 'Good and quick service', 'Appointment whit forgiven number plates is not possiblethey dont work whiteout appointmentthe guy from reception no comment', 'Top spot', 'They are super helpful and skilled']",3,2,Null,Yes,No,No,No,Yes
135,sam autobandengroothandel,autodeha,0.484848485,83 majuba street,M A Reinaldaweg 9 ,0.235294118,070 380 8153,0348-451394,0,0.240047534,"Majubastraat 83, 2572 NV Den Haag, Netherlands",ChIJx7AP6dK2xUcRzTnunazFFGk,"{'compound_code': '376V+PH The Hague, Netherlands', 'global_code': '9F46376V+PH'}",4.7,ChIJx7AP6dK2xUcRzTnunazFFGk,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",131,OPERATIONAL,"{'location': {'lat': 52.0618648, 'lng': 4.293925100000001}, 'viewport': {'northeast': {'lat': 52.0631765302915, 'lng': 4.295251880291503}, 'southwest': {'lat': 52.0604785697085, 'lng': 4.292553919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104512425937339970190"">Dimitri Karel</a>'], 'photo_reference': 'AeJbb3eaOokhNJ-IhK6UR_uQ2ABBGpDXaA0yFha0z8bwBY_5psCWxxigOFMH385hPKS44-2n7PoJIVcFJ9YC-ZEqEyFB37v_4GRz8h4Xvv9eBPq_LJ2R5JwLfZ03h3lAb9O5JjQ10sJpEyunuQ8cmKCc0U14ZvMNvYgukyUhwP96tKAw9lqA', 'width': 3120}]",Sam Autobandengroothandel,Sam Autobandengroothandel,Null,27141238,7066457,Majubastraat 83 2572NV s-Gravenhage,27141238 0000 000007066457 Sam Autobandengroothand Sam  Autobandengroothandel Groothandel en handelsbemiddeling in banden www.samautobanden.nl Eenmanszaak In- en verkoop ...,"['Very good People working there fast servise and good price for pneumatk', 'Top service', 'Zeldzame service Ik ben weggereden met twee zgan Pirellis gebalanceerd en gemonteerd op zeer prof wijze en heb honderden euros bespaard Hier kom ik zeker terug het is het omrijden waard', 'Very friendly people and quick and good help Thank you very much', 'Geweldige service en goede banden voor een leuke prijs']",5,0,Null,Yes,No,No,Yes,Yes
136,khalid car,car company hartveld b.v.,0.171428571,77 bloemfontein street,Delftsestraatweg 26 c,0.372093023,06 51170969,015-2565100,0,0.181173865,"Bloemfonteinstraat 77, 2572 JC Den Haag, Netherlands",ChIJ_WXEcdO2xUcRjUzdKKw6eec,"{'compound_code': '377V+QW The Hague, Netherlands', 'global_code': '9F46377V+QW'}",4.8,ChIJ_WXEcdO2xUcRjUzdKKw6eec,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",5,OPERATIONAL,"{'location': {'lat': 52.0644527, 'lng': 4.2947953}, 'viewport': {'northeast': {'lat': 52.06583653029149, 'lng': 4.296249380291502}, 'southwest': {'lat': 52.06313856970849, 'lng': 4.293551419708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,Null,Khalid Car,Khalid Car,Khalid Car V.O.F.,71084517,14147319,Bloemfonteinstraat 77 2572JC s-Gravenhage,71084517 0000 000014147319 Khalid  Car  Khalid  Car V.O.F. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Keuring en controle van ...,"['always good service you should be here for your APK and for much more Best mechanic in the hague', 'Good service top people', 'Top Service MOT in order']",2,1,['Autobedrijf HLS (het Losse Schroefje)'],Yes,Yes,No,Yes,Yes
137,volks maintenance company,a-point volkswagen amsterdam,0.377358491,nunspeetlaan 361,Kollenbergweg 11 ,0.242424242,06 34836847,204301600,0,0.206594244,"Nunspeetlaan 361, 2573 GG Den Haag, Netherlands",ChIJSduUNyyxxUcRYeBaSjS3uZU,"{'compound_code': '377P+CV The Hague, Netherlands', 'global_code': '9F46377P+CV'}",Null,ChIJSduUNyyxxUcRYeBaSjS3uZU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0635769, 'lng': 4.287242900000001}, 'viewport': {'northeast': {'lat': 52.0649453802915, 'lng': 4.288654030291503}, 'southwest': {'lat': 52.0622474197085, 'lng': 4.285956069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Volks Onderhoudsbedrijf,Old Volks,Null,30221963,8219699,Voorstraat 35 A 4153AH Beesd,30221963 0000 000008219699 onderhoudsbedrijf Old Volks Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Algemene burgerlijke en ...,['Null'],0,0,Null,Yes,No,No,Yes,No
138,mobile car key maker,automobile company van der heiden,0.528301887,boerenstraat 89,Bremstraat 9 ,0.714285714,085 760 5889,786161849,0,0.414195867,"Boerenstraat 89, 2572 HV Den Haag, Netherlands",ChIJc0XAIXe3xUcR8UG6gBUJtBg,"{'compound_code': '377V+FH The Hague, Netherlands', 'global_code': '9F46377V+FH'}",4.7,ChIJc0XAIXe3xUcR8UG6gBUJtBg,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",29,OPERATIONAL,"{'location': {'lat': 52.063674, 'lng': 4.293903199999999}, 'viewport': {'northeast': {'lat': 52.0649806802915, 'lng': 4.2953034802915}, 'southwest': {'lat': 52.0622827197085, 'lng': 4.292605519708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Mobiele autosleutelmaker,Null,Null,Null,Null,Null,Null,"['Top bedrijfSleutels verloren met winkelen in Utrecht en geen reserve sleutel was al laat dus alles was ook al dichtVolgende dag om 8u00 gebeld en om half 11 reden we de parkeergarage uit Top geregeld', 'Good flexible service responds quickly and take the time on location to get the key perfect Recommended', 'Lost key and unfortunately no spare key Sent a message on Friday evening and called on Saturday morning at half past nine with a bit of luck a customer had canceled an appointment was made around half past elevenIt was done within half an hour and I think it is a great service that they come to location and have it done so quickly for a reasonable amount 2 luxury keys for an Opel Corsa 2009 would therefore certainly recommend this company if you have lost the key and no longer have a spare My weekend cant be broken anymore thanks again for the great service', 'Delivered 2 new keys on location within 24 hours even though I didnt have a spare key Fast service and very knowledgeable staff', 'What SUPER service And what a professional company She also called that they arrived 15 minutes later exactly on time  What a craftsman can only say that real professionals are toppers DEFINITELY RECOMMENDED TOP']",3,2,['Garage Arda'],Yes,Yes,No,No,Yes
139,garage arda,garage church yard,0.689655172,boerenstraat 89,Kerkweg 16 ,0.307692308,06 42834403,0111-415210,0,0.33244916,"Boerenstraat 89, 2572 HV Den Haag, Netherlands",ChIJVRpi1Y23xUcRNXiWVAn-izc,"{'compound_code': '377V+FH The Hague, Netherlands', 'global_code': '9F46377V+FH'}",3.4,ChIJVRpi1Y23xUcRNXiWVAn-izc,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",5,OPERATIONAL,"{'location': {'lat': 52.0636535, 'lng': 4.293910700000001}, 'viewport': {'northeast': {'lat': 52.0649678802915, 'lng': 4.295301680291502}, 'southwest': {'lat': 52.0622699197085, 'lng': 4.292603719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 428, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116503472067508708539"">Garage Arda</a>'], 'photo_reference': 'AeJbb3c4_pqOcfRP9Lc7HGMHGQIwXFAwnDyRX7kjka_uu3EHabBcSj-2EY15JU9BQGe_Ewy2FrptrRlK9pKqNZWeKpkfOPM4mIfT0q613CleH8waEWYEWp1Ua10b0pHEtz-qdgQ98f2FTBzkj6ySJCQQc-jc2TrZVynqKG3IQzFKnnSbgdXh', 'width': 733}]",Garage Arda,Garage Arda,Null,63982811,32848153,Boerenstraat 89 2572HV s-Gravenhage,63982811 0000 000032848153 Garage  Arda Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Reparatie van specifieke auto-onderdelen ...,"['Pay attention Never buy a car here Crooks at the top Sell junk At first glance it looks watts but a few hours later misery Curve heads broken timing belt after a few days he collapses way too much money for wrecks they ask They also try to resell damaged cars And if come to get your story they know nothing of you or aggressive approach SO BE WARNED', 'Everything okay ', 'These guests are behind their work']",2,1,['Mobiele autosleutelmaker'],Yes,Yes,No,Yes,Yes
140,öz tires and wheel service,garage r. biesheuvel main village,0.372881356,boerenstraat 71,Graftermeerstraat 34 ,0.555555556,06 81888377,023-5633444,0,0.30947897,"Boerenstraat 71, 2572 HV Den Haag, Netherlands",ChIJrc8kFNO2xUcRiVk4bxw_Ndc,"{'compound_code': '377V+GM The Hague, Netherlands', 'global_code': '9F46377V+GM'}",4.7,ChIJrc8kFNO2xUcRiVk4bxw_Ndc,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",45,OPERATIONAL,"{'location': {'lat': 52.06377269999999, 'lng': 4.2941702}, 'viewport': {'northeast': {'lat': 52.0650866302915, 'lng': 4.295560530291503}, 'southwest': {'lat': 52.0623886697085, 'lng': 4.292862569708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115893219701603611604"">Kiren Oedit Doebe</a>'], 'photo_reference': 'AeJbb3f7ti9yU8wun-VWrb2b6So7GuQRNS9okyq6nUUoKCpSJvHNWi848vAcJ-UTfY8wkcgK7EqIZIjE7hld2X4sHCnfKwTS6FCe1nn9dTwi_dZgfi2TQWSl0oIUt2YeNyr4rbJUZ1AkXvJsnKFuvt40YDa4BmK-6GftVp1EJLIas2ZrWhvv', 'width': 4032}]",Öz Banden en Velgenservice,Null,Null,Null,Null,Null,Null,"['It was Gr8 always good Service', 'Fast and cheap and that on Sundays Top', 'Ive been coming for years Very satisfied', 'Perfect service very friendly and helpful', 'Clean and quality service']",4,1,Null,Yes,No,No,No,Yes
141,car company viljoen,garage van vlijmen b.v.,0.428571429,59 viljoen street,Lekdijk 14 ,0.142857143,070 380 1630,0184-681795,0,0.19047619,"Viljoenstraat 59, 2572 PB Den Haag, Netherlands",ChIJRZJq4dK2xUcRQquKLBeqZYI,"{'compound_code': '376V+XH The Hague, Netherlands', 'global_code': '9F46376V+XH'}",4.7,ChIJRZJq4dK2xUcRQquKLBeqZYI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",66,OPERATIONAL,"{'location': {'lat': 52.0624908, 'lng': 4.2939695}, 'viewport': {'northeast': {'lat': 52.0638325802915, 'lng': 4.295327780291503}, 'southwest': {'lat': 52.0611346197085, 'lng': 4.292629819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117357734392416578428"">Autobedrijf Viljoen</a>'], 'photo_reference': 'AeJbb3c_RjMlaDnlgym9McM3oaog06KJeUaa2IlAsUIYPX7PFB7iv-U_gUm0WFomDZjVJHwUkUN7y67TCFYAkX89g2xdRQWNnJ-a9zV8xaoKOC2CTU8Qps3QS0__xUqUfXPOpkNPx3lEi0A2E9XinMAAdFwDwbEL5uubpXxgFaQHrUeV9y_b', 'width': 1512}]",Autobedrijf Viljoen,Autobedrijf Viljoen,Null,82634017,3732444,Viljoenstraat 59 2572PB s-Gravenhage Stoelmatter 15 F 2292JM Wateringen Rechtspersoon,82634017 0001 000003732444 Autobedrijf  Viljoen Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak Garagebedrijf 27169699 0001 000049134302 Autobedrijf  Viljoen B.V. Vermogensbeheer Besloten vennootschap met gewone structuur Beheer van vermogen 27169699 815455719 Autobedrijf  Viljoen B.V. Besloten vennootschap met gewone structuur,"['Excellent service Quick efficient and good pricing For sure I will come back next year', 'Top garage', 'toppers', 'Super garageListens well and looks for the right solutionsWould definitely recommend this garage to anyone', 'Good service brought car and fixed right away']",5,0,Null,Yes,No,No,Yes,Yes
142,wang motorcycles,van de kuinder motorcycles e.g.,0.595744681,pastor's warranties 50,Verlengde Zuiderloswal 27 ,0.208333333,06 17458725,035-6214727,0,0.268026005,"Pastoorswarande 50, 2513 TZ Den Haag, Netherlands",ChIJqRA4rya3xUcRmavUuavbKik,"{'compound_code': '38H3+79 The Hague, Netherlands', 'global_code': '9F4638H3+79'}",4.8,ChIJqRA4rya3xUcRmavUuavbKik,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",67,OPERATIONAL,"{'location': {'lat': 52.0781709, 'lng': 4.3034647}, 'viewport': {'northeast': {'lat': 52.0795511302915, 'lng': 4.304883230291502}, 'southwest': {'lat': 52.0768531697085, 'lng': 4.302185269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105856435361670661104"">Wang Motorcycles</a>'], 'photo_reference': 'AeJbb3fSgK5HlFtZRfwrQ-NLDreUqOstUD6S0R-DxFjD7gn7GYKxjj5PoF-xx4kclzBQ1z_8k9h-Tz5vKaUwsVUK7B3Ssi2PK2q2wuMi7fklEcdZiXP_Jv65WeEx2r9V_Gnd-mdmBNx85H96CWf7nQu2g1wKpJwf_MNPG0YhTR29cuS8UyMY', 'width': 1200}]",Wang Motorcycles,Null,Null,Null,Null,Null,Null,"['Very friendly and professional guy Good service at a fair price He speaks good English too', 'Excellent service and friendly personnel Recommend to everyone', 'Excellent serviceminded guy', 'Top', 'The best motorbike garage Ive ever visited Wang is extremely friendly personable and knowledgable My friend and I had a couple of issues whilst motorbike touring and Wang was really helpful in getting us sorted and on the road Motorbike garages as good as this one are hard to come by Keep doing what youre doing and if youre ever in Brighton UK then get in touch']",5,0,Null,Yes,No,No,No,Yes
143,feisal autobedrijf the hague center,maas car group new sale,0.172413793,lange beestenmarkt 192a,Nieuwveenseweg 7 ,0.25,070 362 9773,0172-579316,0,0.140804598,"Lange Beestenmarkt 192A, 2512 EJ Den Haag, Netherlands",ChIJHS6WCSe3xUcROpXcFoDFCm0,"{'compound_code': '38C6+Q2 The Hague, Netherlands', 'global_code': '9F4638C6+Q2'}",4.7,ChIJHS6WCSe3xUcROpXcFoDFCm0,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",20,OPERATIONAL,"{'location': {'lat': 52.0718829, 'lng': 4.3100318}, 'viewport': {'northeast': {'lat': 52.07321698029149, 'lng': 4.311292880291503}, 'southwest': {'lat': 52.07051901970849, 'lng': 4.308594919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,Null,Feisal Autobedrijf Den Haag Centrum,Null,Null,Null,Null,Null,Null,"['I was helped quickly and friendly with my MOT Everything is well and clearly discussed and excellently repaired So that I can get back on the road safely Really a great garage', 'I have positive experiences with them They are fast and reliable They also explain well what is being done', 'These guys know what theyre doing Thank you toppers for the good care and see you soon Neighbour', 'Very friendly staff help right away great ', 'Toppers Great help great prices and honest people']",5,0,Null,Yes,No,No,No,Yes
